Name,Frequency,Lithography,Platform,Price,Year
i7-7Y75,1.3,14,Mobile,393.0,2016
i5-8250U,1.6,14,Mobile,297.0,2017
i7-8550U,1.8,14,Mobile,409.0,2017
i7-3820,3.6,32,Desktop,305.0,2012
i5-7Y57,1.2,14,Mobile,281.0,2017
3205U,1.5,14,Mobile,107.0,2015
G1610,2.6,22,Desktop,42.0,2013
2020M,2.4,22,Mobile,134.0,2012
3825U,1.9,14,Mobile,161.0,2015
4405U,2.1,14,Mobile,161.0,2015
N3710,1.6,14,Mobile,161.0,2016
J2850,2.41,22,Desktop,94.0,2013
J2900,2.41,22,Desktop,94.0,2013
N3700,1.6,14,Mobile,161.0,2015
N3520,2.17,22,Mobile,161.0,2013
N3530,2.16,22,Mobile,161.0,2014
N3540,2.16,22,Mobile,161.0,2014
N4200,1.1,14,Mobile,161.0,2016
4405Y,1.5,14,Mobile,161.0,2015
4415Y,1.6,14,Mobile,161.0,2017
4410Y,1.5,14,Mobile,161.0,2017
4415U,2.3,14,Mobile,161.0,2017
3805U,1.9,14,Mobile,161.0,2015
3561Y,1.2,22,Mobile,161.0,2013
3560M,2.4,22,Mobile,134.0,2014
3558U,1.7,22,Mobile,161.0,2013
3550M,2.3,22,Mobile,134.0,2013
2117U,1.8,22,Mobile,134.0,2012
2030M,2.5,22,Mobile,134.0,2013
2127U,1.9,22,Mobile,134.0,2013
A1020,2.41,22,Mobile,86.0,2016
1405V2,1.4,22,Embedded,156.0,2014
G620,2.6,32,Desktop,64.0,2011
G620T,2.2,32,Desktop,73.5,2011
G840,2.8,32,Desktop,75.0,2011
G850,2.9,32,Desktop,71.0,2011
G630,2.7,32,Desktop,64.0,2011
G860,3.0,32,Desktop,75.0,2011
G630T,2.3,32,Desktop,72.0,2011
E6800,3.33,45,Desktop,93.0,2010
960,3.6,65,Desktop,316.0,2006
950,3.4,65,Desktop,224.0,2006
G870,3.1,32,Desktop,82.0,2012
G640,2.8,32,Desktop,64.0,2012
E5800,3.2,45,Desktop,72.0,2010
945,3.4,65,Desktop,163.0,2006
G640T,2.4,32,Desktop,68.0,2012
E5700,3.0,45,Desktop,64.0,2010
940,3.2,65,Desktop,183.0,2006
651,3.4,65,Desktop,81.0,2006
E6600,3.06,45,Desktop,75.0,2010
E5500,2.8,45,Desktop,72.0,2010
935,3.2,65,Desktop,84.0,2007
G645,2.9,32,Desktop,64.0,2012
930,3.0,65,Desktop,178.0,2006
840,3.2,90,Desktop,423.0,2005
G645T,2.5,32,Desktop,64.0,2012
G6950,2.8,32,Desktop,86.5,2010
E6500,2.93,45,Desktop,71.5,2008
E5400,2.7,45,Desktop,67.0,2009
925,3.0,65,Desktop,74.0,2006
830,3.0,90,Desktop,316.0,2005
E5300,2.6,45,Desktop,67.0,2008
965,3.73,65,Desktop,999.0,2006
820,2.8,90,Desktop,74.0,2005
E6300,2.8,45,Desktop,77.0,2009
E5200,2.5,45,Desktop,72.0,2008
955,3.46,65,Desktop,999.0,2006
915,2.8,65,Desktop,74.0,2006
805,2.66,90,Desktop,93.0,2005
G1610T,2.3,22,Desktop,42.0,2013
G1620,2.7,22,Desktop,41.0,2013
G1620T,2.4,22,Desktop,42.0,2013
G1820,2.7,22,Desktop,42.0,2014
G1630,2.8,22,Desktop,52.0,2013
G1820T,2.4,22,Desktop,42.0,2014
G1820TE,2.2,22,Embedded,42.0,2014
G1830,2.8,22,Desktop,52.0,2014
G1840,2.8,22,Desktop,42.0,2014
G1840T,2.5,22,Desktop,42.0,2014
G1850,2.9,22,Desktop,52.0,2014
G3900,2.8,14,Desktop,42.0,2015
G3900E,2.4,14,Embedded,107.0,2016
G3900TE,2.3,14,Embedded,42.0,2015
G3920,2.9,14,Desktop,52.0,2015
G3902E,1.6,14,Embedded,107.0,2016
G3930,2.9,14,Desktop,42.0,2017
G3930T,2.7,14,Desktop,42.0,2017
G3950,3.0,14,Desktop,52.0,2017
J1800,2.41,22,Desktop,72.0,2013
J1900,2.0,22,Desktop,82.0,2013
J3060,1.6,14,Desktop,107.0,2016
J3355,2.0,14,Desktop,107.0,2016
J3455,1.5,14,Desktop,107.0,2016
N2806,1.6,22,Mobile,107.0,2013
N2807,1.58,22,Mobile,107.0,2014
N2808,1.58,22,Mobile,107.0,2014
N2830,2.16,22,Mobile,107.0,2014
N2840,2.16,22,Mobile,107.0,2014
N2930,1.83,22,Mobile,107.0,2014
N2940,1.83,22,Mobile,107.0,2014
N3450,1.1,14,Mobile,107.0,2016
N3350,1.1,14,Mobile,107.0,2016
N3160,1.6,14,Mobile,107.0,2016
N3150,1.6,14,Mobile,107.0,2015
N3060,1.6,14,Mobile,107.0,2016
N3050,1.6,14,Mobile,107.0,2015
N3010,1.04,14,Mobile,107.0,2016
N3000,1.04,14,Mobile,107.0,2015
3215U,1.7,14,Mobile,107.0,2015
3755U,1.7,14,Mobile,107.0,2015
3765U,1.9,14,Mobile,107.0,2015
3855U,1.6,14,Mobile,107.0,2015
3955U,2.0,14,Mobile,107.0,2015
3865U,1.8,14,Mobile,107.0,2017
3965U,2.2,14,Mobile,107.0,2017
i5-7Y54,1.2,14,Mobile,281.0,2016
i5-7200U,2.5,14,Mobile,281.0,2016
i5-7260U,2.2,14,Mobile,304.0,2017
i5-7300HQ,2.5,14,Mobile,250.0,2017
i5-7300U,2.6,14,Mobile,281.0,2017
i5-7360U,2.3,14,Mobile,304.0,2017
i5-7400,3.0,14,Desktop,182.0,2017
i5-7400T,2.4,14,Desktop,184.5,2017
i5-7440EQ,2.9,14,Embedded,250.0,2017
i5-7442EQ,2.1,14,Embedded,250.0,2017
i5-7500T,2.7,14,Desktop,197.0,2017
i5-7500,3.4,14,Desktop,197.0,2017
i5-7600,3.5,14,Desktop,218.5,2017
i5-7600T,2.8,14,Desktop,218.5,2017
i5-7600K,3.8,14,Desktop,242.5,2017
i7-3920XM,2.9,22,Mobile,1096.0,2012
i7-3930K,3.2,32,Desktop,594.0,2011
i7-3940XM,3.0,22,Mobile,1096.0,2012
i7-3960X,3.3,32,Desktop,1059.0,2011
i7-3970X,3.5,32,Desktop,1059.0,2012
i7-4820K,3.7,22,Desktop,332.0,2013
i7-4930K,3.4,22,Desktop,594.0,2013
i7-4960X,3.6,22,Desktop,1059.0,2013
i7-5820K,3.3,22,Desktop,392.5,2014
i7-5930K,3.5,22,Desktop,588.5,2014
i7-5960X,3.0,22,Desktop,1029.0,2014
i7-6800K,3.4,14,Desktop,437.5,2016
i7-6850K,3.6,14,Desktop,622.5,2016
i7-6900K,3.2,14,Desktop,1099.0,2016
i7-6950X,3.0,14,Desktop,1733.0,2016
i5-7640X,4.0,14,Desktop,242.5,2017
i7-7740X,4.3,14,Desktop,344.5,2017
i7-7800X,3.5,14,Desktop,386.0,2017
i9-7900X,3.3,14,Desktop,994.0,2017
i7-7820X,3.6,14,Desktop,594.0,2017
i9-7920X,2.9,14,Desktop,1194.0,2017
i7-8650U,1.9,14,Mobile,409.0,2017
i5-8350U,1.7,14,Mobile,297.0,2017
i7-7500U,2.7,14,Mobile,393.0,2016
i7-7560U,2.4,14,Mobile,415.0,2017
i7-7600U,2.8,14,Mobile,393.0,2017
i7-7660U,2.5,14,Mobile,415.0,2017
